val1,val2,val3,last_matrix
0,8,2,1
2,-8,-6,3
-1,0,-1,2
-5,-3,-3,4
7,40,5,3
2,1,0,1
0,14,2,1
5,-6,-1,1
-1,-38,-11,2
-5,28,-5,1
3,-25,-3,3
-3,3,-5,1
-5,-43,9,2
-1,24,-7,1
7,-15,1,4
7,32,7,4
4,0,6,4
-5,-16,9,1
3,-11,-3,4
-3,-17,-1,2
-5,25,-9,4
0,-2,2,2
0,-5,0,3
1,-20,-9,4
6,6,0,1
7,-53,-7,1
2,-14,-8,1
-5,14,-5,4
1,7,1,3
5,23,5,1
6,12,4,2
-7,8,-7,4
-6,19,-2,4
-1,-10,-1,3
-4,14,-6,2
6,7,4,2
1,-3,5,3
4,12,4,4
3,1,7,3
5,-7,-3,3
0,-21,2,4
-6,29,-4,2
3,17,5,3
1,-9,3,2
4,3,0,3
1,-6,-3,1
3,-17,-1,3
0,0,0,3
-11,28,-1,2
-8,0,-2,4
-1,8,5,4
-1,-2,9,4
-4,-15,2,3
-1,7,-3,1
0,-13,-8,1
-3,13,-7,2
4,6,2,2
-3,-1,3,2
-3,-24,-1,1
-5,-42,9,2
3,-12,-5,4
-8,-34,4,1
5,-29,-9,4
0,-4,-6,2
-13,-29,1,2
-8,4,-4,3
-2,-13,6,4
-5,11,-3,4
-11,-6,-1,2
13,-17,1,1
-3,-10,-3,2
4,-1,2,4
-3,17,-5,3
-6,-20,4,4
-4,-24,4,2
5,-1,7,1
14,20,2,1
3,1,-1,1
-1,6,-7,2
8,-11,-4,4
4,15,4,3
-7,-4,1,1
-1,-5,3,4
9,-7,-1,1
2,-37,-6,1
12,17,2,1
-3,23,-7,2
5,4,1,4
14,40,8,4
2,10,2,3
7,10,1,4
2,3,-2,2
11,-5,-1,3
0,19,-8,1
0,20,8,3
5,20,3,1
2,-3,-2,4
1,8,1,4
-1,-13,-1,2
-4,28,2,1
2,-11,2,2
7,19,5,3
3,22,5,3
-1,16,-3,4
-1,-2,3,3
-5,10,7,4
7,5,-3,2
-5,-7,7,1
3,-12,-3,4
-7,-22,3,1
-6,-1,0,2
-2,22,-8,4
-1,-10,-3,4
6,22,8,3
-7,-9,1,3
6,26,6,1
-6,-7,8,2
-7,2,1,2
-4,-3,-2,4
0,-9,-2,3
-6,-14,0,2
3,10,7,1
-2,2,8,3
4,32,8,2
-6,7,0,2
-6,-22,0,3
5,76,21,2
3,17,-7,3
-5,-9,1,4
-2,1,-6,2
15,-16,1,1
10,63,6,2
3,9,7,3
1,-13,-1,4
-5,-12,5,2
-5,-8,1,4
14,38,2,1
9,8,3,4
1,-2,1,2
-3,11,-1,2
2,13,4,2
-1,2,-1,2
-2,2,0,1
1,3,-1,1
-1,-13,5,2
6,23,2,2
5,5,1,3
-8,-9,4,4
-10,-40,10,2
-5,39,-11,2
-1,24,-3,1
6,27,2,3
-2,5,2,4
-3,-10,1,2
5,18,5,3
1,-5,-1,1
-1,8,7,2
-5,-18,7,1
-2,-45,12,1
-8,-13,-2,3
-2,9,-6,4
12,18,0,4
1,5,3,2
7,-25,-5,2
-4,8,-2,2
-10,14,2,2
-3,-1,-1,2
8,71,8,2
-10,24,0,4
0,9,-2,3
7,57,9,3
8,7,4,4
4,28,-2,2
-7,23,-3,4
-3,-3,5,3
0,-9,-4,3
-9,-28,-1,3
8,38,12,3
-5,46,-7,1
-2,-4,-6,4
-2,-7,2,1
3,-13,-3,1
2,-17,-6,1
-1,1,-3,2
-7,4,-5,2
7,40,9,3
8,26,-2,4
0,2,-2,1
-10,3,0,4
-3,-10,-1,3
-9,-21,1,4
-5,-17,-3,1
-3,-1,1,2
-12,5,0,2
-7,-9,-3,4
-6,14,-2,2
0,7,-2,1
1,16,1,3
-1,3,-3,4
-3,-9,3,4
0,1,-4,4
3,-15,-3,1
-5,-14,1,3
-5,36,-11,1
-3,-10,11,2
5,-6,3,4
4,-3,6,1
11,36,5,4
9,41,3,3
9,-11,-1,3
4,6,6,4
7,30,9,3
-4,0,-4,2
6,4,0,3
0,24,-6,4
-7,-27,5,4
-4,-10,6,1
4,-35,-6,2
3,-9,-1,1
-7,-8,-3,2
8,4,-2,3
-3,-1,11,2
-2,-29,6,3
-6,3,-2,2
-6,26,6,2
1,-4,-5,1
0,1,2,1
-3,-11,1,2
2,-4,2,2
9,-2,-3,1
-4,-2,0,1
2,6,8,3
-4,-19,2,3
-4,30,4,4
3,2,3,4
-6,-13,2,2
-2,-10,6,3
-4,18,-6,4
0,0,4,3
2,7,0,2
0,1,-2,1
-6,12,-2,4
0,6,-6,4
4,3,6,3
-5,43,-7,4
-1,-11,-1,4
3,-6,-5,4
-6,19,-14,3
3,10,5,3
-10,13,0,4
-3,11,-3,4
-7,26,-5,2
1,-17,9,4
10,54,10,3
5,-10,-1,1
-3,2,-9,4
1,-12,-1,4
3,-4,1,3
4,-6,2,4
5,5,-1,1
2,-7,-4,3
-2,-16,0,2
0,3,-4,4
-2,1,-2,2
-9,18,-5,1
7,21,1,3
4,0,4,4
7,-3,5,1
-7,-24,5,3
3,-7,-9,1
2,19,-6,1
6,-16,-8,4
1,-4,1,3
9,20,7,1
-2,29,-6,1
-4,-26,-8,3
-2,-14,8,3
13,-23,-3,3
11,-47,-1,4
4,12,0,3
-3,5,1,2
12,7,0,3
3,30,9,3
5,-44,-7,4
-1,6,-3,1
0,-6,-2,4
-3,-44,9,3
-4,17,-14,4
4,2,0,3
-1,16,-11,1
1,0,1,4
-10,-43,10,3
-2,-15,2,3
8,-15,-4,4
-3,14,-3,1
5,13,-5,3
-7,21,-5,2
-5,-7,1,1
-1,11,9,1
1,-3,-3,2
-2,-1,-2,2
-6,-4,2,4
1,-1,-1,3
-3,-15,3,3
0,-4,0,2
-2,-5,4,1
1,7,1,2
4,2,-12,4
2,6,-4,4
-7,-4,1,3
-7,4,-1,4
9,48,13,3
-9,51,-5,4
-3,-4,5,4
6,-12,-2,4
4,-13,0,1
1,-7,-3,4
-2,-15,0,3
2,1,-2,2
-7,18,-3,1
-4,4,6,2
-3,18,-5,1
3,-3,-3,2
-1,-2,3,2
-1,-1,5,2
-12,18,-2,2
9,-25,-9,3
7,-48,-11,4
9,28,3,4
7,2,-3,2
1,3,-5,1
2,-17,-2,2
7,-14,-3,4
0,-18,-10,4
3,23,5,2
2,8,4,4
2,0,4,1
1,-17,5,2
12,14,2,1
2,-6,6,4
0,15,-2,4
-8,-40,8,2
-3,14,-1,4
-2,-5,0,2
-3,-11,1,3
0,-5,4,1
1,-5,1,1
9,-6,-3,1
-5,-7,1,3
-1,-4,3,3
-3,15,-3,4
7,18,1,1
-4,-13,4,2
-1,0,-3,1
-9,-8,1,3
4,-30,-6,4
4,-2,-2,1
9,-48,-1,2
2,-25,8,1
3,6,5,2
1,-15,1,4
-5,-21,5,2
-3,-2,-3,2
-7,10,-1,4
-2,-14,-10,4
3,-17,-5,2
-5,26,-5,1
-8,-11,-2,3
1,-17,-9,2
-5,-63,11,1
1,-6,-3,3
1,-18,-7,3
2,1,6,1
-4,-19,2,2
-6,-35,8,1
-2,-13,8,3
-7,-42,11,3
1,-10,-1,2
-5,-2,1,2
2,9,2,1
5,-5,-1,3
-3,-11,-7,3
-3,-1,1,2
-2,-4,6,2
2,-21,-12,1
3,-17,-3,4
0,0,-2,2
4,-8,-6,4
-5,-18,-1,3
-1,-11,-1,2
-3,-3,1,3
-4,2,-2,1
-3,-11,11,3
2,4,2,1
-1,10,3,2
9,50,13,1
3,2,7,3
8,17,6,3
-10,65,-10,1
-7,-6,-1,4
-2,-5,4,2
4,-10,-2,1
-3,10,-3,3
-7,-19,-3,3
6,25,4,2
3,12,7,1
2,-3,-4,3
-3,-19,7,4
-6,5,-4,2
14,13,2,3
-1,24,-1,3
-7,34,-9,3
4,-15,-6,4
-2,11,4,2
0,-30,-6,3
-5,23,-3,1
-3,0,1,1
2,4,2,4
1,5,7,3
-1,7,-3,2
0,-2,6,3
2,-3,0,3
-10,-67,12,3
-4,6,0,3
-10,-8,0,2
2,5,4,3
0,-15,-8,4
-6,17,-2,4
3,-27,-9,4
-2,7,8,3
-3,-3,1,2
6,-2,2,1
-1,-4,1,2
11,9,1,4
3,0,1,1
-10,21,-2,4
2,-12,-2,1
6,-4,-2,2
-4,18,-6,4
-9,25,-1,2
2,-3,6,2
-1,-10,-1,3
-7,1,3,2
-8,16,-4,1
9,-36,-5,1
-1,-2,1,3
7,-7,3,4
-2,8,2,2
-5,6,-9,2
4,-5,2,4
3,17,5,2
-4,34,-8,4
3,14,-9,1
-4,8,-4,2
12,42,0,3
5,7,5,1
-1,11,5,2
8,8,2,1
5,-9,-3,1
-1,4,-9,1
6,18,12,1
-11,-39,9,3
9,-16,-5,3
-3,24,1,4
0,-9,2,1
3,-7,5,1
1,1,-1,2
4,-4,-2,1
-1,44,-11,4
0,-5,2,3
8,-1,0,3
5,-13,-1,1
-3,3,1,3
0,-9,-8,4
5,44,5,3
-8,24,-2,4
1,1,3,2
4,-1,2,3
7,8,-1,1
-2,-8,8,1
0,7,-4,3
-12,-57,12,2
12,-20,-6,3
-3,35,-1,3
-1,-4,1,2
-7,-6,1,2
3,14,1,3
-3,1,1,3
-2,6,-8,3
-6,32,-6,4
4,-3,-4,1
-11,-8,-1,2
3,-7,5,1
-1,13,5,4
-2,-23,2,3
-1,3,-1,3
9,-4,-5,1
0,-13,0,3
10,23,0,1
4,34,-4,1
0,12,-8,1
7,-49,-11,3
4,8,4,3
-9,19,-3,2
-7,41,-1,3
-3,-4,-1,4
11,52,9,1
3,8,11,3
-11,1,1,2
-6,2,6,2
0,-6,6,3
-11,-27,5,2
0,29,6,2
-1,7,-1,1
-7,-18,9,1
9,-7,-1,3
13,31,9,4
-4,-4,0,3
-2,4,-4,2
5,-5,7,3
1,4,7,1
-6,13,-2,1
11,1,1,4
1,-15,1,3
-8,22,-4,4
-2,-4,4,3
7,-10,3,1
-6,-15,0,1
-8,37,-4,4
5,-31,-5,1
-6,-23,6,4
-1,-12,-5,3
0,-16,2,2
-2,3,-2,3
-4,-16,2,3
-13,-30,5,4
-8,14,-2,1
-4,-12,0,3
1,9,-1,1
-6,-16,4,2
1,4,5,1
5,-6,3,3
5,8,3,3
5,15,11,3
-10,43,-6,2
0,0,4,4
14,18,2,1
-2,5,-6,1
-7,-38,1,1
4,-21,-2,3
1,-20,-1,1
-4,11,-2,4
7,1,1,3
-8,-33,6,2
4,-19,-6,2
1,-8,7,3
-6,41,-6,4
4,-29,-4,4
-6,2,-4,1
2,-1,4,2
0,2,2,4
8,-2,-2,3
0,15,4,4
-2,-3,8,2
2,-15,-2,4
-1,20,-3,1
5,-11,-3,4
2,-10,-8,4
-6,-5,2,4
-1,-1,1,4
-3,8,-1,2
-4,3,0,3
1,15,-7,4
2,5,-6,1
-5,11,-1,2
5,22,3,1
-2,7,-2,1
-8,-53,8,3
1,-12,-7,2
-2,-15,6,2
-4,35,-10,3
-12,-3,6,2
-7,45,-5,4
-9,-12,1,2
-7,14,-3,4
-1,19,-3,2
7,-12,1,4
1,-16,1,4
2,0,-6,2
2,-19,-4,4
6,21,12,1
0,11,6,3
-1,-82,13,3
-5,15,-5,4
-7,7,1,2
0,9,-2,1
-6,-9,2,2
-4,1,-8,3
-5,29,-3,2
2,-8,6,4
2,6,2,2
-1,-7,-1,3
3,-4,3,4
3,8,-5,1
1,-12,1,4
4,6,4,3
0,10,6,2
-1,3,1,2
-11,-25,1,4
4,5,2,1
3,12,1,1
13,58,1,3
3,9,9,3
4,-10,8,3
8,-56,-12,1
5,-10,-3,2
-4,-6,2,2
5,17,11,3
3,1,-5,1
2,-33,-14,1
-4,-2,4,4
-5,28,-7,4
-8,-23,0,1
-4,-31,6,2
8,18,4,1
5,-1,-1,2
-4,-23,6,3
15,-39,-3,3
1,13,3,2
6,3,0,2
-9,-3,-3,2
0,-4,0,4
-1,-18,3,3
-10,58,-8,4
2,-18,-4,2
-4,26,-4,4
1,-4,-1,2
4,-15,-2,3
3,4,5,4
-1,-21,-1,4
7,-6,-3,4
-5,-5,-1,4
1,-29,9,2
-11,8,3,2
5,-8,-5,2
0,-4,4,2
6,-34,-4,4
6,7,2,1
2,-23,-10,4
-2,16,-8,4
10,-21,-4,1
1,5,-1,1
5,-28,-7,4
7,-48,-9,4
-6,-20,2,3
-9,40,-13,4
4,0,-8,2
-5,32,-11,4
0,5,2,4
1,3,1,2
-2,-7,6,3
5,1,5,4
-4,-1,10,3
-4,-5,6,2
5,-15,-3,4
5,21,7,2
5,-52,-7,2
-9,31,-9,1
-8,-42,8,3
-10,-3,0,2
6,10,4,4
9,-20,-3,1
2,-2,-2,1
1,-10,-1,3
-12,8,-2,3
-4,10,-4,2
3,11,-1,1
-1,-8,5,3
5,-2,-1,4
-6,49,-6,2
0,-1,-10,2
-3,-9,7,4
-4,-6,-2,2
-1,0,-1,3
0,13,6,2
-8,-2,-2,2
-6,5,-4,4
4,-5,-8,4
-3,11,-1,1
3,35,5,2
-3,4,-9,4
3,-32,-13,2
2,-2,-2,4
-13,-55,7,3
-7,18,-9,4
1,11,-1,1
5,2,1,3
7,-19,-1,4
6,7,-4,1
-1,1,1,3
-9,-109,15,1
-2,-5,2,4
-12,67,-6,4
-13,1,1,2
4,12,4,3
-1,-3,7,3
3,-11,-3,2
-9,-29,1,3
-5,-36,11,3
5,1,-3,1
-7,40,-9,4
0,-22,10,1
2,-2,-2,2
-7,-9,1,1
-1,-1,1,3
1,-12,7,3
-1,-8,3,1
0,-1,2,2
6,14,4,3
8,-30,-4,1
-7,2,3,4
-9,-5,-1,2
-3,4,1,4
-4,0,2,1
2,28,12,2
1,0,3,4
13,-3,3,1
1,19,7,3
6,10,10,3
-8,-3,-6,2
0,-21,-2,4
2,-6,-2,1
-1,-6,-3,4
8,19,6,1
-5,-5,-1,3
-3,6,5,4
3,26,-1,2
4,-7,-6,3
2,38,6,4
-3,2,-1,3
-4,7,0,1
1,24,-1,4
0,5,0,1
0,-3,0,2
4,6,4,3
5,-14,-5,4
-8,-3,2,2
-9,30,-3,4
5,-21,3,4
0,-18,-12,4
3,3,5,4
-2,7,2,1
3,9,1,2
-2,-3,-4,2
-6,-3,0,2
-2,-1,2,4
-2,-6,-2,4
-3,-7,1,2
-1,38,-9,1
4,-7,0,4
0,-1,-4,4
-2,7,-6,3
-6,4,0,2
-8,27,-4,4
-11,27,-7,2
-4,17,-4,1
3,10,3,3
2,-19,0,4
4,5,0,3
7,7,5,3
0,-9,-4,1
-5,22,-7,4
8,-20,-4,1
-3,31,-3,1
8,-20,-6,4
8,-5,-2,1
5,-2,1,4
-1,-6,-9,2
4,-18,0,2
14,-11,2,4
0,-4,0,3
1,5,-5,4
2,2,0,2
-7,24,-3,4
3,6,3,1
-1,-12,5,2
-2,1,-2,4
-3,1,-3,2
9,-6,3,3
-6,-10,2,2
0,-11,0,3
1,4,3,3
6,16,4,1
5,7,-1,2
-3,-10,-1,2
4,-8,-2,1
7,-25,-5,2
3,5,-1,3
-4,-25,8,1
2,-9,-2,4
-1,-13,5,1
3,8,3,1
9,13,3,4
-7,77,-9,1
8,-18,0,4
6,11,2,3
-6,-45,8,1
-9,0,-3,1
0,-13,-10,4
9,-20,-5,4
-3,2,-5,4
-1,-21,-7,4
0,43,6,2
-1,1,-1,4
12,-56,-4,4
-11,22,-5,2
-5,-18,1,3
-4,25,-8,4
-9,31,-7,3
2,-3,6,1
-7,6,-1,4
-10,5,4,4
6,8,8,3
0,-8,-2,2
2,-56,8,1
2,3,4,2
3,-22,-9,2
2,-5,-2,1
-2,0,10,4
-2,14,2,2
2,31,2,4
0,-1,4,1
-7,17,-5,2
-6,-17,2,4
1,25,-7,4
-2,-2,8,3
-3,21,-11,4
3,-6,-3,2
-7,-5,3,3
-4,-42,4,1
-1,-7,-1,1
-3,8,1,4
-5,-15,1,2
-8,28,-2,4
-4,9,4,2
1,-4,-3,2
7,3,-3,1
5,-23,-5,2
10,39,4,1
-6,3,0,4
-2,-6,0,2
0,7,0,2
5,0,5,2
0,9,4,2
-1,-24,9,2
-16,25,0,2
-2,3,-2,2
-7,-5,-7,2
-8,45,-8,2
-9,-17,3,2
-2,-6,2,3
2,-10,0,4
-5,-21,5,2
2,6,2,1
-1,-4,1,3
5,-8,3,1
4,0,-8,2
-13,47,-5,4
1,-17,-1,4
3,5,-1,1
-1,14,-1,1
-3,1,-1,1
-7,-24,1,3
-3,-1,1,4
0,7,4,3
7,23,7,1
0,-13,-10,4
6,-2,2,3
5,-45,-9,4
-1,-4,5,3
-5,10,-3,3
4,13,0,4
-1,4,1,3
-9,46,-11,2
6,-1,0,1
5,-2,-1,3
-4,10,-4,3
2,17,0,2
4,-13,-4,2
9,12,5,4
-8,-23,2,3
-6,58,-6,1
-6,-43,6,2
5,6,-1,1
-15,49,-3,4
7,-7,1,2
8,-27,-2,3
-7,10,1,4
-2,7,-2,2
4,-23,-10,2
-7,40,-7,4
8,-10,2,3
-1,-17,5,3
-3,-6,9,3
3,-12,9,3
9,-15,-1,1
-6,33,-4,4
-2,-10,2,2
-4,-10,-2,2
-2,-4,0,3
3,-11,3,3
-3,-21,7,2
0,-3,0,3
1,-1,3,1
1,20,3,3
4,-5,-6,1
5,-23,-5,4
1,-2,1,3
1,12,1,1
-3,7,-1,3
-10,8,2,2
-16,2,-2,2
1,26,9,1
0,1,0,1
-2,-1,6,3
-5,14,-1,4
4,6,4,3
2,-15,-4,2
0,1,-6,4
2,-8,2,4
-9,-9,1,3
-6,-12,10,2
-3,-4,7,3
1,-1,-1,2
-6,9,6,3
-6,-18,2,2
3,-14,-9,3
2,3,-2,1
-4,-5,4,2
7,4,-3,3
1,8,-9,1
5,5,-1,2
-8,15,-4,2
7,33,7,3
3,-1,-9,4
3,-12,-1,3
-2,-8,0,4
-3,-18,5,4
4,-10,0,4
-1,-3,-7,4
-4,1,-4,4
2,-16,-8,4
4,3,-2,3
-1,3,1,1
-3,-1,-11,4
-7,-16,1,2
5,13,7,1
-4,-3,0,2
6,4,8,1
-9,65,-11,3
-3,15,1,4
-4,-12,4,3
-1,11,-3,2
-7,-6,-3,2
-7,12,-5,4
-11,18,-3,4
-9,13,3,1
3,-20,-1,1
2,-5,-6,4
0,-1,0,4
-12,42,-10,4
-9,-21,3,2
-4,10,0,4
4,-9,8,3
-5,-18,3,4
3,31,7,3
-8,0,4,2
-11,4,5,2
0,12,4,2
1,-5,1,3
-7,-16,5,3
12,73,8,3
5,-37,-5,4
1,3,-3,2
-3,-23,7,2
0,5,0,3
8,-3,0,4
-1,-34,7,1
2,-7,-6,2
0,-1,4,2
-2,-4,-2,3
5,-3,-1,2
0,-3,-4,4
4,23,8,1
-6,9,-6,2
-2,-16,10,2
4,12,0,2
5,-35,-9,4
5,15,3,3
3,-4,1,1
11,-14,-1,1
2,-2,-4,3
-7,-26,1,3
-4,11,4,1
0,-1,10,2
1,-11,5,2
6,-15,-6,2
13,3,-1,1
4,-33,-8,4
-7,-8,-3,1
4,9,4,2
-1,-1,1,2
-13,3,1,2
2,0,-2,3
-3,24,-3,4
-6,-5,-4,1
-5,-15,11,2
-3,-2,-5,2
4,-34,-6,2
-2,6,2,1
1,4,3,1
-14,-53,6,2
6,-9,-4,4
8,-26,-10,1
-7,-16,5,3
3,-2,7,2
-2,7,-2,3
10,8,0,1
18,-3,0,3
-2,8,-2,2
1,5,5,4
1,-6,1,2
3,0,-7,4
0,-17,-6,3
0,-7,6,3
6,24,8,1
3,-16,-5,2
-6,-18,8,4
8,-2,-2,4
8,-34,-6,1
-5,-25,7,4
5,-4,-1,4
0,-4,0,2
1,1,-1,3
3,-6,7,4
2,-9,0,2
4,19,4,4
1,9,-9,1
14,11,-2,1
4,-4,-2,1
0,-23,4,2
8,7,0,2
-7,33,-1,4
4,-13,-2,1
-7,28,-7,2
-2,-8,-4,2
1,24,3,4
0,2,0,3
-1,-11,-5,1
-3,15,3,3
-5,45,-5,1
7,-36,-5,2
-13,-56,5,1
1,14,9,2
-9,-14,3,2
-7,4,3,2
8,16,2,3
0,5,-10,4
-10,-1,-2,3
10,-24,-6,3
3,19,1,3
-1,-1,-3,4
0,-1,4,4
-5,-17,-1,3
-7,-2,1,1
6,-16,0,4
-4,10,2,2
0,8,0,2
0,5,0,2
1,10,3,2
3,10,-1,3
7,8,-1,1
-4,-36,8,3
8,-24,-6,1
0,-7,0,2
2,-4,-6,1
3,-10,-5,3
5,5,3,4
-5,7,-1,1
-4,-10,0,2
-5,15,3,2
4,28,6,2
0,1,-4,4
8,19,2,3
-1,3,-3,3
10,1,2,3
10,6,-6,1
-2,5,-2,3
-7,5,-3,4
-6,-15,12,2
0,-4,-2,2
-3,-23,5,1
1,13,1,4
-9,-4,5,2
7,-13,-7,1
-5,24,-3,1
-4,2,-6,1
-2,-1,-6,2
4,41,6,3
12,-30,-4,4
-2,5,4,1
-4,23,-2,4
-2,12,-2,4
-4,-26,4,1
6,-24,-8,1
-7,-10,5,3
3,-12,-9,3
2,-20,-6,4
-5,13,-1,2
7,-7,1,2
-3,12,-7,1
4,-3,-12,4
6,-29,-6,1
0,-4,4,1
-1,-5,7,1
4,27,-10,1
-13,55,-3,2
-4,18,-2,4
-4,-21,12,1
1,-9,-3,3
-3,6,-5,4
-5,13,-5,4
-8,30,-4,1
-4,-37,2,3
2,-8,-2,3
7,-5,1,4
-5,-7,1,4
0,13,2,1
6,55,10,1
-1,-6,3,3
5,-3,-7,2
-7,-79,9,1
2,-2,0,2
2,24,10,3
1,0,-1,1
-2,-6,6,3
-2,13,6,2
-8,12,0,2
4,-2,-2,2
8,20,4,1
-7,-29,7,1
-1,11,5,4
-8,4,0,2
0,-10,0,4
0,2,0,2
4,19,6,1
-6,-29,6,3
1,-19,-5,1
-2,-7,-2,4
1,-5,-3,1
0,-8,8,3
7,-8,3,4
-5,-6,3,2
0,0,2,2
0,-26,0,3
-4,19,4,4
15,-96,-5,4
0,-5,4,2
-7,-23,5,1
-3,-39,7,1
-4,0,2,3
8,25,4,3
3,-6,-7,2
1,-19,-3,2
-3,-22,5,3
8,-20,-10,4
-3,13,-9,3
-1,-6,-3,2
0,-4,4,2
-6,-63,8,3
4,-37,-6,2
3,-3,-7,2
-5,-40,11,3
4,-12,-8,4
-7,-14,7,3
-2,-1,0,3
-9,-33,5,1
1,-2,11,1
-3,12,-11,4
-2,-13,-2,3
1,0,1,2
-2,-11,0,4
2,18,12,2
8,-6,-4,1
-5,54,-15,2
-1,4,-1,2
-2,-27,4,1
1,-3,5,4
0,-26,-6,2
-1,0,3,4
-6,-33,10,3
7,25,7,3
0,21,-6,3
2,5,2,3
0,-22,6,4
10,63,10,1
3,27,5,3
0,13,0,3
-3,13,5,4
0,3,-4,2
-1,-4,3,2
-7,-7,-1,2
-2,4,0,4
6,15,-2,3
-2,4,10,3
0,-18,-6,3
-3,43,-9,4
-7,34,-3,4
0,-11,-4,2
0,1,2,3
-4,15,-4,4
2,-7,-6,4
5,2,3,1
4,-6,4,2
5,46,3,2
-12,-44,6,4
-3,8,-3,4
-2,19,8,3
10,-23,-6,4
2,3,2,3
-5,-6,3,2
-4,42,-8,2
4,16,-4,3
5,-37,-5,2
0,2,0,2
13,-66,-5,1
-6,43,-4,4
4,5,2,1
7,20,3,4
-5,55,-7,4
0,8,-12,3
0,13,-4,1
0,4,2,1
2,2,0,2
-7,-9,5,1
0,2,6,3
10,-3,-4,2
2,-2,-6,2
0,5,0,3
1,14,3,1
-2,25,-8,1
6,2,0,3
0,12,4,4
-13,-31,3,2
9,44,11,2
-2,-15,2,3
-1,6,7,3
-6,2,-2,4
-2,-24,2,1
5,11,5,1
3,-2,-1,2
-1,18,-7,2
-8,-13,4,4
1,-12,3,3
-7,41,-9,4
7,0,1,2
0,-7,4,2
3,0,-1,2
2,-5,-2,3
-6,-30,6,3
-1,7,-3,2
5,-26,-5,4
-3,0,3,2
-10,14,-4,2
-1,-23,-5,4
-2,10,-2,1
-3,-12,7,2
7,-7,-3,1
1,8,-3,1
8,11,2,2
3,5,-1,1
-6,7,-4,4
-1,13,1,4
-8,37,-2,2
-5,5,1,4
-4,-8,-6,2
5,-11,-11,4
7,-30,-7,1
5,-6,-1,1
-2,6,0,4
4,2,-2,2
6,-8,-2,3
11,6,1,3
-8,-50,6,4
0,13,-4,1
2,11,-8,3
13,58,7,1
-3,7,5,3
6,-24,-6,2
0,-5,6,1
-2,-14,2,2
2,11,10,1
-4,12,-4,4
-5,6,-3,2
3,-12,-3,4
-2,25,-6,1
0,-16,4,1
4,10,2,4
-3,-28,1,4
4,18,2,4
1,-15,9,1
-6,-34,8,3
5,19,1,4
5,5,7,4
0,-4,4,4
-8,2,2,4
3,-10,-7,4
-6,-10,2,4
0,-11,6,4
0,11,4,3
6,-1,0,1
-2,22,-6,1
8,-16,-2,4
-7,47,-11,2
13,-43,-7,4
0,28,-8,1
-2,-21,12,4
4,6,-6,3
-4,18,-6,1
7,-5,-1,4
4,28,8,1
-4,0,2,2
2,15,0,4
0,-14,-10,4
-3,-2,7,2
0,-18,-4,2
3,-17,-5,2
-1,5,3,1
-3,-8,-3,2
1,-17,7,3
5,7,-3,1
-3,-11,-5,2
8,-87,-14,4
-5,16,5,4
-1,-17,-7,2
-1,-6,1,3
9,60,7,1
5,11,1,3
-13,19,-1,2
12,14,2,3
-4,-3,2,2
-5,-22,3,1
0,1,-2,2
3,-24,-1,2
-4,-43,12,2
1,-1,3,3
3,-4,9,1
-4,-6,0,2
-10,31,-4,2
1,9,-1,1
-1,-14,5,1
1,-13,-7,4
-6,-28,4,1
2,-2,2,2
-2,-32,-4,2
-4,21,-10,2
0,-19,2,2
5,-7,-1,3
2,8,0,1
-1,-1,-11,4
-2,7,-6,2
-1,-8,7,3
-9,86,-13,1
4,17,2,3
-1,-16,-5,3
0,-4,4,3
-7,-1,5,4
0,-5,-2,2
-3,1,-1,1
-4,0,6,2
2,-21,-8,4
1,-5,3,2
-9,0,-3,4
0,12,-6,2
3,18,5,3
5,37,13,1
2,22,2,1
1,-36,-11,4
-2,3,-2,4
-3,-5,-1,4
6,9,-2,3
11,36,5,2
8,-20,0,2
-1,-4,-5,3
-6,25,-8,2
-3,-17,-5,3
-8,2,0,1
-2,-5,0,2
-7,38,-5,2
3,-13,1,4
-1,6,-1,4
4,-1,0,3
7,30,7,1
-8,-18,4,3
1,5,-5,1
3,3,-1,3
0,13,-6,1
-3,21,-7,2
5,51,13,2
3,-32,-5,2
7,-8,1,1
2,-9,4,2
-5,19,-5,4
4,18,10,4
-6,-6,8,3
-3,5,1,2
-6,3,2,2
1,-32,-5,3
-6,18,0,1
-5,10,-7,4
-9,13,-1,4
2,2,2,1
-6,17,-6,2
-10,-11,6,4
-10,-6,-4,3
-1,7,7,1
9,41,9,2
-1,-18,5,3
-1,-3,5,2
-3,-3,3,1
2,-11,2,1
0,0,-2,4
0,24,-4,1
5,8,3,3
-2,-5,-2,2
4,11,4,3
-8,1,0,2
8,-61,-8,3
-10,-22,4,2
4,-7,-6,3
3,-10,-3,4
-3,-7,3,1
2,-13,0,3
0,5,0,3
9,-7,5,4
11,5,1,3
1,15,-7,1
4,-14,6,2
-1,-17,-1,3
1,-2,-1,1
-5,0,-3,3
4,-3,4,1
8,0,-6,4
1,-19,7,3
2,0,-6,4
-7,33,-3,1
0,12,0,3
0,13,-8,4
0,-9,-6,2
3,-22,-3,2
0,26,-4,1
0,-27,-10,3
-6,18,-6,3
-10,19,-2,2
-4,-3,-4,2
-2,24,-6,4
-5,10,1,4
0,0,8,3
7,8,-1,1
-4,-6,4,3
2,-8,-2,3
-7,-9,5,1
2,-11,-8,2
11,38,5,3
5,39,5,3
10,66,8,3
-2,9,-2,4
-1,-10,-1,2
10,1,0,4
2,-5,4,1
1,-14,-9,1
5,2,-1,1
